TARGET_WINS,BATTING_2B,BATTING_3B,BATTING_HR,BATTING_BB,BATTING_SO,BASERUN_SB,PITCHING_H,PITCHING_HR,PITCHING_BB,PITCHING_SO,FIELDING_E,FIELDING_DP,BATTING_1B,BATTING_TB,WHGP,PITCHING_SO_BB,BATTING_BB_SO,BsR
75,175,53,181,521,894,77,1435,190,548,940,153,208,955,2188,12.24074074,1.715328467,0.582774049,686.8895367
91,204,48,154,614,925,87,1466,160,638,961,118,160,1006,2174,12.98765432,1.506269592,0.663783784,723.5403498
86,227,40,133,556,880,100,1475,140,585,926,130,149,1002,2108,12.71604938,1.582905983,0.631818182,681.0134855
94,203,42,165,627,837,90,1503,174,660,880,143,170,1019,2211,13.35185185,1.333333333,0.749103943,744.1565507
100,189,64,137,562,870,194,1456,135,552,854,188,141,1093,2211,12.39506173,1.547101449,0.645977011,736.7561195
99,178,34,110,453,867,124,1361,110,453,867,158,129,1039,1937,11.19753086,1.913907285,0.522491349,585.8410564
80,180,39,79,438,893,141,1375,79,438,893,170,126,1077,1870,11.19135802,2.038812785,0.490481523,562.0472467
97,193,32,78,492,891,172,1329,78,492,891,134,135,1026,1820,11.24074074,1.81097561,0.552188552,552.3184674
95,201,27,108,430,830,94,1399,108,430,830,133,128,1063,1978,11.29012346,1.930232558,0.518072289,599.9282324
73,203,38,82,485,881,56,1285,82,485,881,160,144,962,1810,10.92592593,1.816494845,0.550510783,537.8695416
76,202,36,67,439,980,57,1234,67,439,980,144,144,929,1709,10.32716049,2.232346241,0.447959184,482.6826651
85,185,52,97,484,823,80,1405,97,484,823,109,130,1071,1985,11.66049383,1.700413223,0.588092345,619.5708113
88,234,67,88,544,846,139,1533,89,547,851,134,136,1135,2156,12.83950617,1.555758684,0.643026005,724.6821896
89,213,38,95,489,755,76,1469,95,489,755,131,159,1123,2043,12.08641975,1.54396728,0.647682119,655.3892187
89,186,41,102,502,821,86,1474,107,525,858,169,152,1081,1984,12.33950617,1.634285714,0.611449452,626.3659634
96,220,29,111,500,800,110,1491,112,503,805,126,167,1122,2093,12.30864198,1.600397614,0.625,678.4864108
102,231,34,139,597,820,149,1511,139,597,820,157,122,1107,2227,13.01234568,1.373534338,0.72804878,761.5420637
88,217,31,118,611,825,138,1355,118,611,825,127,106,989,1988,12.13580247,1.350245499,0.740606061,648.7686484
92,200,34,91,486,744,144,1371,91,486,744,128,154,1046,1912,11.46296296,1.530864198,0.653225806,589.2440293
98,223,28,191,588,896,114,1484,191,588,896,124,160,1042,2336,12.79012346,1.523809524,0.65625,785.6451121
95,251,27,149,610,818,137,1435,149,610,818,140,138,1008,2187,12.62345679,1.340983607,0.745721271,732.2959972
79,220,24,183,556,834,106,1443,183,556,834,118,123,1016,2260,12.33950617,1.5,0.666666667,740.2915435
91,208,24,147,489,841,122,1444,146,486,836,122,148,1074,2150,11.91358025,1.720164609,0.581450654,686.2118962
93,196,29,121,487,810,108,2134,178,717,1193,128,149,1103,2066,17.59876543,1.663877266,0.601234568,657.6324549
88,222,32,138,528,804,151,1487,138,528,804,139,131,1095,2187,12.4382716,1.522727273,0.656716418,719.0664347
91,197,34,146,541,925,166,1358,146,541,925,168,132,981,2061,11.72222222,1.709796673,0.584864865,651.7457652
79,213,23,102,488,829,109,1316,102,488,829,163,146,978,1881,11.13580247,1.698770492,0.588661037,568.5936212
95,226,28,129,539,846,136,1434,129,539,846,166,131,1051,2103,12.17901235,1.569573284,0.637115839,682.1801121
73,236,23,125,445,923,128,1389,125,445,923,155,144,1005,2046,11.32098765,2.074157303,0.48212351,623.5003658
95,218,25,100,440,953,132,1362,101,443,959,143,127,1011,1922,11.14197531,2.164785553,0.461699895,574.9985957
78,244,17,90,513,896,82,1346,91,519,907,119,155,978,1877,11.51234568,1.747591522,0.572544643,576.8598587
86,222,27,129,538,952,141,1436,129,538,952,130,123,1058,2099,12.18518519,1.769516729,0.56512605,681.1370069
93,191,29,108,583,957,126,1366,108,583,957,123,126,1038,1939,12.0308642,1.641509434,0.609195402,626.8491668
63,201,34,72,503,899,142,1333,72,503,899,173,136,1026,1818,11.33333333,1.787276342,0.559510567,555.4561141
81,234,28,130,492,937,126,1458,130,492,937,132,141,1066,2138,12.03703704,1.904471545,0.525080043,684.0495148
82,227,41,163,520,976,105,2130,232,739,1387,125,148,1068,2297,17.70987654,1.876860622,0.532786885,754.1293831
90,215,33,150,516,1190,124,1396,150,516,1190,125,143,998,2127,11.80246914,2.30620155,0.433613445,673.3510421
88,242,33,174,498,1079,131,1488,174,498,1079,116,104,1039,2318,12.25925926,2.166666667,0.461538462,750.2299679
83,209,27,159,447,1056,137,1374,159,447,1056,134,154,979,2114,11.24074074,2.362416107,0.423295455,643.0547641
77,253,23,187,594,1030,167,1480,187,594,1030,137,134,1017,2340,12.80246914,1.734006734,0.576699029,787.6327098
86,265,28,211,668,1083,95,1408,211,668,1083,135,151,904,2362,12.81481481,1.621257485,0.616805171,799.6434066
86,264,27,206,519,1062,89,1399,206,519,1062,116,138,902,2335,11.83950617,2.046242775,0.488700565,739.2303573
92,286,29,155,428,940,96,1464,155,428,940,90,134,994,2273,11.67901235,2.196261682,0.455319149,705.4696716
85,260,25,124,407,985,80,1328,124,407,985,119,164,919,2010,10.70987654,2.42014742,0.41319797,586.2954564
71,284,21,149,541,1094,58,1374,149,541,1094,106,141,920,2147,11.82098765,2.022181146,0.494515539,681.4047198
88,307,58,153,601,959,128,1552,153,601,959,115,174,1034,2434,13.29012346,1.595673877,0.626694473,840.118693
79,217,105,24,488,665,241,1836,29,581,792,706,52.25997688,1195,2040,14.91975309,1.363166954,0.733834586,673.7338137
91,231,117,32,519,424,555,2014,38,618,505,684,27.85977727,1311,2252,16.24691358,0.817152104,1.224056604,801.4798188
58,220,80,17,386,725,382,1694,20,463,870,731,11.58948711,1095,1843,13.31481481,1.879049676,0.532413793,542.8635877
32,200,88,26,376,612,238,1721,31,441,718,686,19.82777268,1152,1920,13.34567901,1.628117914,0.614379085,577.4936682
108,191,80,18,503,565,419,1973,22,617,693,466,97.19739894,1319,2013,15.98765432,1.123176661,0.890265487,689.6218797
64,154,82,20,524,559,272,1744,24,620,661,542,92.62257545,1219,1853,14.59259259,1.066129032,0.937388193,605.99483
67,142,65,19,461,541,293,1372,20,491,577,500,44.47236362,1061,1616,11.5,1.175152749,0.852125693,467.045464
65,229,95,25,629,397,263,1991,32,815,515,425,118.4905588,1187,2030,17.32098765,0.63190184,1.584382872,717.9292109
45,216,110,52,436,454,270,1873,65,543,566,533,106.966712,1125,2095,14.91358025,1.042357274,0.960352423,661.9350876
43,211,90,42,428,399,193,2018,52,529,493,590,85.4934324,1289,2149,15.72222222,0.93194707,1.072681704,714.8212195
47,176,99,46,459,528,241,1830,57,568,653,587,66.48584333,1159,1992,14.80246914,1.149647887,0.869318182,631.3990094
65,199,87,50,461,565,243,1859,62,574,704,492,90.98564685,1156,2015,15.01851852,1.226480836,0.815929204,642.6408611
75,161,76,34,402,460,252,1599,36,431,494,410,90.84369125,1219,1905,12.5308642,1.146171694,0.873913043,587.7618594
80,205,72,43,465,400,248,1686,46,496,426,407,87.74409006,1262,2060,13.4691358,0.858870968,1.1625,683.8436956
64,179,27,125,626,1015,167,1276,125,626,1015,167,149,945,1884,11.74074074,1.621405751,0.616748768,602.8556661
65,202,24,126,592,985,91,1305,126,592,985,136,142,953,1933,11.70987654,1.663851351,0.601015228,614.5435711
69,161,23,105,546,930,83,1202,106,549,936,139,153,906,1717,10.80864198,1.704918033,0.587096774,511.132091
68,173,23,91,490,901,66,1298,95,509,936,144,151,963,1742,11.15432099,1.838899804,0.543840178,512.5182926
74,229,40,145,563,977,110,1399,145,563,977,145,167,985,2143,12.11111111,1.735346359,0.576253838,693.6785074
68,242,34,146,553,922,65,1343,146,553,922,180,162,921,2091,11.7037037,1.667269439,0.59978308,660.6160412
66,171,38,89,514,915,62,1342,90,517,921,153,161,1036,1848,11.47530864,1.781431335,0.561748634,569.2817437
67,255,46,125,443,862,85,1425,125,443,862,139,165,999,2147,11.5308642,1.945823928,0.513921114,661.4187789
93,265,38,173,520,805,95,1530,173,520,805,150,144,1054,2390,12.65432099,1.548076923,0.645962733,791.4073628
96,293,41,186,552,750,101,1572,187,555,755,128,154,1042,2495,13.12962963,1.36036036,0.736,844.3054261
86,298,36,203,455,745,131,1555,203,455,745,147,189,1018,2534,12.40740741,1.637362637,0.610738255,818.9112451
92,257,30,143,446,685,58,2122,213,663,1018,117,201,998,2174,17.19135802,1.535444947,0.651094891,672.3927545
95,277,41,216,484,714,84,1599,216,484,714,125,185,1065,2606,12.85802469,1.475206612,0.677871148,864.7663264
87,281,57,132,475,665,101,1556,132,475,665,113,162,1086,2347,12.53703704,1.4,0.714285714,769.4359302
71,252,44,102,465,751,69,1485,103,468,756,143,154,1078,2122,12.05555556,1.615384615,0.619174434,673.9989608
77,257,38,128,533,992,101,1411,129,536,998,147,147,979,2119,12.01851852,1.861940299,0.537298387,676.6188941
91,272,46,163,598,1040,176,1552,163,598,1040,145,155,1071,2405,13.27160494,1.739130435,0.575,830.1777147
87,258,26,113,439,911,159,1409,113,439,911,120,146,1012,2058,11.40740741,2.075170843,0.481888035,629.2248027
81,235,32,126,455,791,165,1415,126,455,791,155,164,1022,2092,11.54320988,1.738461538,0.575221239,646.8062001
74,247,36,128,519,821,164,1408,128,519,821,149,152,997,2111,11.89506173,1.581888247,0.632155907,671.2893448
83,247,53,116,556,802,106,1523,116,556,802,118,176,1107,2224,12.83333333,1.442446043,0.693266833,750.0427285
75,335,30,139,587,958,83,2074,196,827,1350,120,183,968,2284,17.90740741,1.632406288,0.612734864,764.5327295
73,280,47,144,565,900,118,1682,162,636,1013,118,209,1024,2301,14.30864198,1.592767296,0.627777778,769.0287996
80,304,40,178,624,986,101,1578,178,624,986,134,180,1056,2496,13.59259259,1.580128205,0.632860041,875.9774086
78,296,27,136,497,973,104,1433,137,500,979,126,172,965,2182,11.93209877,1.958,0.510791367,689.8325714
74,266,17,152,532,1039,81,1439,152,532,1039,110,192,1004,2195,12.16666667,1.953007519,0.512030799,710.2686604
74,301,30,166,662,1072,82,1543,167,666,1079,128,143,1036,2392,13.63580247,1.62012012,0.617537313,843.0432313
73,297,25,177,620,1245,72,1366,177,620,1245,118,187,867,2244,12.25925926,2.008064516,0.497991968,735.2289035
68,273,30,209,488,1399,66,1378,209,488,1399,103,156,866,2338,11.51851852,2.866803279,0.348820586,724.2236927
56,269,29,139,500,1125,94,1369,139,500,1125,103,154,932,2113,11.53703704,2.25,0.444444444,656.301601
68,266,24,196,547,1221,99,1423,196,547,1221,114,142,937,2325,12.16049383,2.232175503,0.447993448,751.6223929
67,297,32,136,543,1320,139,1374,137,546,1328,118,133,901,2135,11.85185185,2.432234432,0.411363636,675.4575332
81,327,19,175,531,1162,79,1413,175,531,1162,119,139,892,2303,12,2.188323917,0.45697074,735.5511013
75,301,20,180,502,1233,71,1400,180,502,1233,117,126,899,2281,11.74074074,2.456175299,0.407137064,716.4527408
74,233,101,40,434,414,155,1903,49,529,504,393,118,1188,2117,15.01234568,0.952741021,1.048309179,685.4149718
73,312,79,56,392,353,144,1899,67,467,420,376,83,1147,2232,14.60493827,0.899357602,1.110481586,715.5986774
51,203,85,20,304,547,155,1491,24,359,647,310,102,953,1694,11.41975309,1.802228412,0.555758684,439.4119344
95,164,85,20,463,626,302,1418,21,487,659,276,128,1079,1742,11.75925926,1.353182752,0.739616613,520.32808
85,185,85,19,494,673,231,1378,20,520,708,265,122,1021,1722,11.71604938,1.361538462,0.734026746,514.6609225
90,161,84,13,485,573,197,1373,14,514,607,244,107,1039,1665,11.64814815,1.180933852,0.846422339,491.0022461
80,180,64,13,566,632,196,1388,14,599,669,246,126,1054,1658,12.2654321,1.116861436,0.89556962,515.4867202
78,183,74,4,529,608,176,1388,4,560,644,266,134,1050,1654,12.02469136,1.15,0.870065789,503.0484294
91,197,62,5,476,457,173,1833,6,602,578,286,120,1184,1784,15.0308642,0.96013289,1.041575492,561.1328231
65,205,73,28,481,591,164,1658,32,557,684,263,100,1127,1868,13.67283951,1.228007181,0.813874788,586.5891617
72,248,86,38,461,579,172,1733,41,491,617,247,101,1254,2160,13.72839506,1.256619145,0.796200345,728.4440858
85,254,102,44,489,500,118,1645,47,518,529,248,162,1154,2144,13.35185185,1.021235521,0.978,710.856068
73,241,80,47,482,465,99,1543,49,507,489,211,169,1099,2009,12.65432099,0.964497041,1.03655914,640.7996789
79,237,98,28,563,474,108,1609,30,596,502,226,193,1157,2037,13.61111111,0.842281879,1.187763713,692.5341209
97,268,93,23,540,412,121,1724,24,568,433,180,157,1255,2162,14.14814815,0.762323944,1.310679612,762.6463993
103,269,76,60,572,458,144,1815,64,614,491,185,178,1287,2293,14.99382716,0.799674267,1.248908297,833.5081464
87,264,105,46,599,399,132,1779,50,647,431,199,139,1232,2259,14.97530864,0.666151468,1.501253133,818.1627299
89,282,92,31,524,378,140,1714,33,551,398,204,131,1224,2188,13.98148148,0.722323049,1.386243386,761.7237338
79,291,98,42,506,410,116,1670,44,532,431,189,154,1157,2201,13.59259259,0.810150376,1.234146341,745.6725723
76,260,70,51,593,426,92,1641,54,632,454,204,166,1159,2093,14.0308642,0.71835443,1.392018779,726.6007106
99,316,103,60,565,461,106,1793,63,594,485,163,158,1225,2406,14.7345679,0.816498316,1.225596529,872.4319701
97,324,98,52,506,483,76,1757,55,532,508,149,156,1196,2346,14.12962963,0.954887218,1.047619048,818.721661
98,319,105,64,531,465,74,1732,67,559,489,131,165,1158,2367,14.14197531,0.874776386,1.141935484,826.0848031
106,299,92,64,574,421,69,1801,68,612,449,142,159,1235,2365,14.89506173,0.733660131,1.363420428,857.3300722
70,296,75,54,608,476,50,1717,58,648,507,172,178,1186,2219,14.59876543,0.782407407,1.277310924,795.7933403
71,270,101,34,631,430,57,1784,36,668,455,181,197,1280,2259,15.13580247,0.681137725,1.46744186,844.0378017
77,259,89,50,626,533,65,1748,53,663,564,180,192,1253,2238,14.88271605,0.850678733,1.174484053,822.1347891
80,298,77,91,615,407,70,1844,98,660,437,192,192,1253,2444,15.45679012,0.662121212,1.511056511,907.584998
69,265,84,47,583,490,100,1685,50,621,522,218,178,1185,2155,14.2345679,0.84057971,1.189795918,756.2792241
67,280,70,55,492,530,99,1607,58,518,558,202,175,1123,2113,13.11728395,1.077220077,0.928301887,694.3051506
74,270,84,55,494,513,83,1662,58,520,540,198,178,1171,2183,13.4691358,1.038461538,0.962962963,732.8945196
67,240,53,43,623,575,105,1570,46,668,617,238,143,1127,1938,13.81481481,0.923652695,1.083478261,663.2880706
89,259,53,50,641,613,150,1489,53,679,649,190,154,1044,1921,13.38271605,0.955817378,1.045676998,648.4680922
67,196,44,35,494,502,134,1534,37,520,528,229,164,1183,1847,12.67901235,1.015384615,0.984063745,590.0770822
92,207,66,28,573,514,116,1521,29,603,541,193,130,1145,1869,13.11111111,0.897180763,1.114785992,619.6614627
67,196,50,44,552,562,56,1365,46,581,591,149,159,1008,1726,12.01234568,1.017211704,0.982206406,531.740733
59,215,79,33,601,606,80,1396,35,636,642,163,152,991,1790,12.54320988,1.009433962,0.991749175,571.1094677
53,218,43,85,624,521,48,1472,89,656,548,169,177,1053,1958,13.13580247,0.835365854,1.197696737,653.2974199
70,200,56,80,706,637,44,1511,84,743,670,176,190,1100,1988,13.91358025,0.901749664,1.108320251,699.1566453
65,255,47,57,589,542,47,1548,60,620,570,168,156,1113,1992,13.38271605,0.919354839,1.086715867,672.2909797
81,245,56,74,635,644,69,1538,79,677,686,128,184,1068,2022,13.67283951,1.013293944,0.986024845,689.3861122
69,198,73,85,642,756,39,1430,89,675,795,144,181,1003,1958,12.99382716,1.177777778,0.849206349,649.0356113
56,187,57,84,566,688,26,1413,88,595,724,162,179,1015,1896,12.39506173,1.216806723,0.822674419,601.7249744
62,208,65,118,726,923,39,1441,124,764,971,177,182,979,2062,13.61111111,1.270942408,0.786565547,712.7351124
64,169,40,127,502,790,23,1372,134,528,831,124,171,968,1934,11.72839506,1.573863636,0.635443038,587.9927579
66,182,34,171,544,927,54,1334,180,572,975,170,147,881,2031,11.7654321,1.704545455,0.586839266,624.8521111
77,216,45,155,614,929,55,1420,163,646,977,174,167,934,2121,12.75308642,1.512383901,0.660925727,691.2258249
71,218,41,169,604,851,48,1387,171,612,862,176,152,942,2177,12.33950617,1.408496732,0.709753231,710.8238791
91,215,39,185,649,823,33,1445,185,649,823,129,173,1006,2293,12.92592593,1.268104777,0.788578372,781.8068462
92,224,35,226,550,918,32,1426,227,553,924,145,141,932,2389,12.21604938,1.670886076,0.59912854,771.4503232
79,227,46,221,553,1019,46,1413,221,553,1019,145,131,919,2395,12.13580247,1.842676311,0.542688911,772.5561386
89,219,33,144,513,844,67,1341,144,513,844,139,118,945,2058,11.44444444,1.645224172,0.607819905,637.8460637
91,216,48,131,512,976,55,1309,131,512,976,132,123,914,2014,11.24074074,1.90625,0.524590164,615.7618927
79,207,41,105,445,966,98,1274,105,445,966,170,117,921,1878,10.61111111,2.170786517,0.460662526,545.8928448
97,246,32,163,599,906,115,1520,163,599,906,150,177,1079,2319,13.08024691,1.512520868,0.661147903,794.0411603
98,230,41,153,501,905,57,1438,153,501,905,123,130,1014,2209,11.9691358,1.806387226,0.55359116,704.0067855
75,199,31,117,518,857,67,1442,118,524,868,118,136,1077,2036,12.13580247,1.65648855,0.604434072,651.6646092
81,191,33,98,503,952,56,1413,103,529,1001,167,140,1021,1894,11.98765432,1.892249527,0.528361345,582.8047438
81,240,44,120,598,954,87,1521,120,598,954,139,147,1117,2209,13.08024691,1.595317726,0.626834382,759.1025866
82,190,37,111,520,791,74,1530,111,520,791,151,164,1192,2127,12.65432099,1.521153846,0.657395702,708.7777456
77,219,29,123,574,760,83,1554,125,585,774,172,150,1154,2171,13.2037037,1.323076923,0.755263158,739.670738
85,222,51,81,550,714,146,1526,81,550,714,172,182,1172,2093,12.81481481,1.298181818,0.770308123,706.9583746
85,275,60,124,566,759,106,1608,125,570,764,145,185,1139,2365,13.44444444,1.340350877,0.74571805,821.0203091
77,254,46,100,439,707,62,1486,101,442,711,147,193,1077,2123,11.90123457,1.608597285,0.620933522,665.8341373
61,218,54,70,409,739,51,1953,104,608,1098,138,153,972,1850,15.80864198,1.805921053,0.553450609,532.4460814
60,234,44,148,474,887,38,1427,148,474,887,105,162,1001,2193,11.7345679,1.871308017,0.534385569,687.120902
70,280,41,141,467,802,44,1463,141,467,802,118,170,1001,2248,11.91358025,1.717344754,0.582294264,710.2174912
81,259,33,114,437,735,39,1473,114,437,735,120,134,1067,2140,11.79012346,1.681922197,0.594557823,669.8527013
85,258,35,196,523,898,113,1422,196,523,898,98,147,933,2338,12.00617284,1.717017208,0.582405345,746.9961232
91,294,31,151,528,832,107,1508,151,528,832,83,155,1032,2317,12.56790123,1.575757576,0.634615385,765.077552
80,278,35,117,478,743,111,1542,117,478,743,107,141,1112,2241,12.4691358,1.554393305,0.64333782,733.957463
74,281,39,100,445,749,96,1458,100,445,749,101,161,1038,2117,11.74691358,1.683146067,0.594125501,660.766418
95,270,42,140,526,747,107,1557,140,526,747,94,161,1105,2331,12.85802469,1.420152091,0.704149933,783.1872582
90,275,27,104,527,834,123,1544,104,527,834,94,155,1138,2185,12.78395062,1.582542694,0.631894484,733.8089267
71,261,27,121,493,850,83,1480,121,493,850,100,160,1071,2158,12.17901235,1.724137931,0.58,696.0778899
76,343,33,148,515,910,135,2245,212,738,1305,108,142,1042,2419,18.41358025,1.768292683,0.565934066,808.7609971
63,304,38,135,530,1031,118,1770,152,596,1160,113,159,1096,2358,14.60493827,1.946308725,0.514064016,797.8194583
78,332,47,118,576,958,143,1633,118,576,958,94,142,1136,2413,13.63580247,1.663194444,0.60125261,851.5154321
68,305,40,132,495,1121,151,1522,132,495,1121,100,170,1045,2303,12.45061728,2.264646465,0.441570027,752.9681193
70,285,32,115,506,915,112,1499,115,506,915,108,135,1067,2193,12.37654321,1.808300395,0.553005464,716.3030868
69,325,49,116,556,1021,90,1516,116,556,1021,102,155,1026,2287,12.79012346,1.836330935,0.544564153,767.437068
85,328,38,164,495,1083,146,1514,164,495,1083,108,121,984,2410,12.40123457,2.187878788,0.457063712,783.0241108
95,350,36,168,475,1096,79,1536,169,478,1103,74,125,973,2453,12.43209877,2.307531381,0.433394161,792.3565354
90,318,45,155,512,1027,94,1567,155,512,1027,87,114,1049,2440,12.83333333,2.005859375,0.498539435,814.3701541
92,310,24,191,513,982,116,1494,191,513,982,101,158,969,2425,12.38888889,1.914230019,0.522403259,789.017514
83,269,32,134,485,978,102,1441,134,485,978,102,171,1006,2176,11.88888889,2.016494845,0.49591002,688.6856037
96,275,34,143,490,872,101,1608,143,490,872,84,135,1156,2380,12.95061728,1.779591837,0.561926606,801.2709926
93,244,95,35,498,679,289,1653,37,527,719,291,120,1187,2100,13.45679012,1.364326376,0.733431517,702.3287827
85,224,85,18,467,586,196,1457,19,498,625,255,132,1040,1815,12.06790123,1.25502008,0.796928328,548.6145161
92,252,120,82,601,450,286,2131,101,743,556,555,77.84797678,1269,2461,17.74074074,0.748317631,1.335555556,909.8695459
41,168,41,141,624,1003,60,1351,143,632,1016,213,169,984,2007,12.24074074,1.607594937,0.622133599,654.6936801
51,156,35,96,457,1078,41,1168,96,457,1078,208,151,881,1682,10.0308642,2.358862144,0.42393321,470.8899737
50,203,27,107,392,1129,28,1202,107,392,1129,169,153,865,1780,9.839506173,2.880102041,0.34720992,488.6417064
66,188,35,99,449,998,55,1302,100,452,1004,160,172,972,1849,10.82716049,2.221238938,0.4498998,542.5435339
61,178,23,83,362,981,58,1288,83,362,981,157,147,1004,1761,10.18518519,2.709944751,0.369011213,489.2369307
73,178,30,81,379,1203,72,1252,81,379,1203,133,142,963,1733,10.06790123,3.17414248,0.315045719,478.3736607
100,184,41,109,527,1089,66,1311,109,527,1089,122,146,977,1904,11.34567901,2.066413662,0.483930211,586.5050603
83,211,42,120,684,1062,118,1358,120,684,1062,124,136,985,2013,12.60493827,1.552631579,0.644067797,680.3486828
86,182,32,109,612,1028,43,1244,113,636,1068,120,127,875,1771,11.60493827,1.679245283,0.595330739,546.5326265
83,199,24,86,543,810,27,1361,87,546,815,127,141,1044,1858,11.77160494,1.492673993,0.67037037,585.1257625
71,183,22,96,597,735,43,1286,96,597,735,158,150,985,1801,11.62345679,1.231155779,0.812244898,568.709856
82,217,34,101,501,805,32,1430,101,501,805,151,144,1078,2018,11.91975309,1.606786427,0.622360248,641.5745011
86,198,34,102,561,797,66,1334,102,561,797,131,116,1000,1906,11.69753086,1.420677362,0.703889586,602.1026417
64,227,30,88,529,887,98,1319,88,529,887,134,132,974,1870,11.40740741,1.676748582,0.596392334,577.0889068
66,227,47,86,549,829,100,1332,86,549,829,132,160,972,1911,11.61111111,1.510018215,0.662243667,598.6447198
63,255,41,74,498,817,135,1399,74,498,817,140,168,1029,1958,11.70987654,1.640562249,0.609547124,613.0685892
67,218,41,61,501,840,158,1407,61,501,840,154,132,1087,1890,11.77777778,1.676646707,0.596428571,594.2468136
65,227,26,97,456,1005,137,1361,97,456,1005,175,134,1011,1931,11.21604938,2.203947368,0.453731343,583.9157208
90,235,25,107,500,1001,149,1400,107,500,1001,129,154,1033,2006,11.72839506,2.002,0.4995005,630.2952887
98,239,35,134,546,872,117,1425,134,546,872,115,138,1017,2136,12.16666667,1.597069597,0.626146789,692.4080245
108,261,31,148,631,968,118,1462,148,631,968,138,145,1022,2229,12.91975309,1.5340729,0.651859504,759.8960344
92,287,34,192,592,1012,159,1499,192,592,1012,137,137,986,2430,12.90740741,1.709459459,0.584980237,819.7470697
101,254,24,154,551,853,142,1422,156,558,864,116,129,972,2168,12.22222222,1.548387097,0.645955451,699.1084337
87,280,21,147,504,934,158,1351,147,504,934,144,110,903,2114,11.45061728,1.853174603,0.539614561,653.8984037
91,278,21,172,536,851,110,1410,172,536,851,132,107,939,2246,12.01234568,1.587686567,0.629847239,719.893212
77,252,24,118,582,794,154,1321,119,586,799,144,113,919,1967,11.77160494,1.363481229,0.732997481,623.2678615
72,259,17,93,572,956,129,1254,93,572,956,116,134,885,1826,11.27160494,1.671328671,0.59832636,562.2033471
59,228,37,158,448,879,79,1350,158,448,879,156,143,927,2126,11.09876543,1.962053571,0.50967008,640.4959454
78,245,38,141,502,1118,65,1674,159,565,1258,129,141,1064,2232,13.82098765,2.226548673,0.4490161,724.5014098
71,267,47,147,445,1069,97,1515,147,445,1069,157,163,1054,2317,12.09876543,2.402247191,0.416276894,738.2011517
88,274,28,153,550,1029,97,1448,153,550,1029,117,165,993,2237,12.33333333,1.870909091,0.534499514,731.3464042
88,289,24,136,572,1049,62,1425,136,572,1049,101,151,976,2170,12.32716049,1.833916084,0.54528122,711.3643481
96,295,14,180,713,988,149,1534,179,709,982,68,146,1054,2406,13.84567901,1.385049365,0.721659919,868.4524967
94,282,20,198,675,1037,66,1445,198,675,1037,118,121,945,2361,13.08641975,1.536296296,0.650916104,811.8477214
82,273,18,147,545,1062,66,1361,147,545,1062,101,132,923,2111,11.7654321,1.948623853,0.513182674,668.6233163
75,239,22,161,489,1050,88,1427,162,492,1057,145,139,996,2184,11.84567901,2.148373984,0.465714286,687.9602683
66,264,24,125,492,1041,70,1333,126,495,1047,119,159,912,2012,11.28395062,2.115151515,0.472622478,612.3663192
71,289,20,185,512,1159,107,1376,185,512,1159,137,144,882,2260,11.65432099,2.263671875,0.441760138,707.7559649
83,279,32,175,486,1075,153,1421,175,486,1075,106,146,935,2289,11.77160494,2.211934156,0.452093023,718.8231306
114,235,97,33,307,477,451.8329755,2412,50,465,722,668,48.19698866,1228,2121,17.75925926,1.552688172,0.64360587,651.2342179
64,130,86,22,396,694,144,1507,26,475,833,654,45.83900273,1018,1624,12.2345679,1.753684211,0.570605187,445.1612828
54,235,80,26,535,564,372,1776,32,652,687,765,30.33072617,1117,1931,14.98765432,1.053680982,0.94858156,630.98086
59,237,126,39,490,504,222,1816,46,575,592,407,128,1145,2153,14.75925926,1.029565217,0.972222222,711.8471526
87,233,75,22,401,562,193,1660,27,485,679,319,105,1043,1822,13.24074074,1.4,0.713523132,531.7992159
99,209,98,29,335,588,175,1559,31,359,631,295,97,1117,1945,11.83950617,1.757660167,0.569727891,568.2257882
61,166,48,9,573,662,218,1331,10,615,710,307,101,1018,1530,12.01234568,1.154471545,0.865558912,460.939118
74,157,55,13,607,748,264,1265,14,639,787,235,98,978,1509,11.75308642,1.231611894,0.811497326,456.4306935
74,178,53,33,608,713,211,1319,35,648,760,229,126,974,1621,12.14197531,1.172839506,0.852734923,501.0183845
84,204,62,37,543,665,188,1413,39,571,700,230,125,1040,1782,12.24691358,1.22591944,0.816541353,556.766266
75,182,55,29,525,566,144,1374,31,556,599,238,137,1032,1677,11.91358025,1.077338129,0.927561837,507.5135249
79,211,59,26,483,487,116,1882,34,636,641,212,180,1133,1836,15.54320988,1.007861635,0.991786448,575.886663
93,225,57,52,450,558,118,1732,61,524,650,225,126,1152,1981,13.92592593,1.240458015,0.806451613,626.7096389
100,282,75,121,567,659,67,1602,127,596,693,203,136,1045,2318,13.56790123,1.162751678,0.860394537,783.0301546
104,302,92,142,623,602,94,1767,150,660,637,233,146,1133,2581,14.98148148,0.965151515,1.034883721,934.0331346
99,231,79,100,523,560,65,1664,105,550,589,163,128,1172,2271,13.66666667,1.070909091,0.933928571,771.1456076
104,246,84,112,555,550,74,1765,119,592,586,153,140,1214,2406,14.54938272,0.989864865,1.009090909,849.3467767
95,264,92,104,509,448,74,1722,111,542,477,164,140,1156,2376,13.97530864,0.880073801,1.136160714,809.6140674
73,260,78,116,494,507,70,1627,122,520,533,170,158,1093,2311,13.25308642,1.025,0.974358974,762.2577417
